data_lancamento,tipo,categoria,subcategoria,descricao,cliente_fornecedor,centro_custo,valor,data_vencimento,data_pagamento,status,conta,ano,mes,mes_nome,trimestre,valor_receita,valor_despesa,resultado,em_aberto,pago_recebido,atrasado,dias_para_pagamento,dias_atraso
2025-02-27,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Alpha,Consultoria,3207.44,2025-03-19,,Cancelado,Conta Digital,2025,2,February,T1,3207.44,0.0,3207.44,False,False,False,,0
2025-02-28,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Ômega,Projetos,26210.21,2025-03-10,2025-03-05,Recebido,Conta Digital,2025,2,February,T1,26210.21,0.0,26210.21,False,True,False,-5.0,0
2025-03-01,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Projetos,9272.04,2025-03-21,2025-03-16,Recebido,Conta Corrente,2025,3,March,T1,9272.04,0.0,9272.04,False,True,False,-5.0,0
2025-03-01,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Alpha,Consultoria,5819.15,2025-03-16,2025-03-14,Recebido,Conta Corrente,2025,3,March,T1,5819.15,0.0,5819.15,False,True,False,-2.0,0
2025-03-03,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,RH,1357.07,2025-03-18,2025-03-15,Pago,Conta Digital,2025,3,March,T1,0.0,1357.07,-1357.07,False,True,False,-3.0,0
2025-03-03,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,RH,244.45,2025-03-23,,Em Aberto,Conta Digital,2025,3,March,T1,0.0,244.45,-244.45,True,False,False,,0
2025-03-03,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,12828.06,2025-03-23,2025-03-21,Recebido,Conta Corrente,2025,3,March,T1,12828.06,0.0,12828.06,False,True,False,-2.0,0
2025-03-04,Despesa,Comercial,Marketing,Material institucional,Fornecedor Beta,Financeiro,1176.64,2025-03-09,,Em Aberto,Conta Investimento,2025,3,March,T1,0.0,1176.64,-1176.64,True,False,False,,0
2025-03-04,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,RH,513.3,2025-03-24,2025-03-21,Pago,Conta Corrente,2025,3,March,T1,0.0,513.3,-513.3,False,True,False,-3.0,0
2025-03-04,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,TI,455.12,2025-03-19,,Atrasado,Conta Digital,2025,3,March,T1,0.0,455.12,-455.12,True,False,True,,0
2025-03-04,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Comercial,4358.81,2025-04-03,2025-04-03,Recebido,Conta Corrente,2025,3,March,T1,4358.81,0.0,4358.81,False,True,False,0.0,0
2025-03-06,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Prime,Financeiro,3153.32,2025-03-26,2025-03-23,Pago,Conta Corrente,2025,3,March,T1,0.0,3153.32,-3153.32,False,True,False,-3.0,0
2025-03-06,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Prime,Comercial,648.02,2025-04-20,,Em Aberto,Conta Investimento,2025,3,March,T1,0.0,648.02,-648.02,True,False,False,,0
2025-03-06,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Ômega,Comercial,3116.26,2025-03-26,2025-03-26,Recebido,Conta Corrente,2025,3,March,T1,3116.26,0.0,3116.26,False,True,False,0.0,0
2025-03-07,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,Financeiro,3304.18,2025-03-22,2025-03-22,Pago,Conta Investimento,2025,3,March,T1,0.0,3304.18,-3304.18,False,True,False,0.0,0
2025-03-07,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Prime,RH,1689.22,2025-03-17,,Em Aberto,Conta Corrente,2025,3,March,T1,0.0,1689.22,-1689.22,True,False,False,,0
2025-03-09,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Comercial,20336.28,2025-03-19,2025-03-17,Recebido,Conta Digital,2025,3,March,T1,20336.28,0.0,20336.28,False,True,False,-2.0,0
2025-03-10,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,Comercial,961.3,2025-04-09,,Atrasado,Conta Investimento,2025,3,March,T1,0.0,961.3,-961.3,True,False,True,,0
2025-03-10,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Digital,Administrativo,1878.49,2025-04-09,,Atrasado,Conta Corrente,2025,3,March,T1,0.0,1878.49,-1878.49,True,False,True,,0
2025-03-10,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Ômega,Projetos,15797.59,2025-03-20,2025-03-17,Recebido,Conta Digital,2025,3,March,T1,15797.59,0.0,15797.59,False,True,False,-3.0,0
2025-03-11,Despesa,Comercial,Marketing,Material institucional,Fornecedor Digital,RH,703.24,2025-04-10,2025-04-05,Pago,Conta Corrente,2025,3,March,T1,0.0,703.24,-703.24,False,True,False,-5.0,0
2025-03-13,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,Operacional,8445.19,2025-03-28,,Em Aberto,Conta Corrente,2025,3,March,T1,0.0,8445.19,-8445.19,True,False,False,,0
2025-03-13,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Administrativo,743.76,2025-04-12,2025-04-09,Pago,Conta Corrente,2025,3,March,T1,0.0,743.76,-743.76,False,True,False,-3.0,0
2025-03-15,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Delta,Projetos,7097.71,2025-03-30,2025-03-29,Recebido,Conta Investimento,2025,3,March,T1,7097.71,0.0,7097.71,False,True,False,-1.0,0
2025-03-16,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Beta,Comercial,2026.62,2025-03-31,,Em Aberto,Conta Digital,2025,3,March,T1,0.0,2026.62,-2026.62,True,False,False,,0
2025-03-16,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Digital,Financeiro,7425.47,2025-04-30,2025-04-29,Pago,Conta Digital,2025,3,March,T1,0.0,7425.47,-7425.47,False,True,False,-1.0,0
2025-03-16,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Beta,Projetos,9554.1,2025-03-21,2025-03-19,Recebido,Conta Investimento,2025,3,March,T1,9554.1,0.0,9554.1,False,True,False,-2.0,0
2025-03-17,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Digital,Administrativo,521.39,2025-04-06,2025-04-01,Pago,Conta Investimento,2025,3,March,T1,0.0,521.39,-521.39,False,True,False,-5.0,0
2025-03-17,Despesa,Operacional,Software,Licença de software,Fornecedor Prime,RH,599.36,2025-04-06,,Em Aberto,Conta Digital,2025,3,March,T1,0.0,599.36,-599.36,True,False,False,,0
2025-03-17,Receita,Serviços,Projetos,Projeto de análise,Cliente Gama,Projetos,3196.07,2025-03-27,2025-03-25,Recebido,Conta Digital,2025,3,March,T1,3196.07,0.0,3196.07,False,True,False,-2.0,0
2025-03-19,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Atlas,Administrativo,1389.15,2025-04-18,,Atrasado,Conta Investimento,2025,3,March,T1,0.0,1389.15,-1389.15,True,False,True,,0
2025-03-21,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Prime,Financeiro,19395.53,2025-05-05,2025-04-30,Pago,Conta Corrente,2025,3,March,T1,0.0,19395.53,-19395.53,False,True,False,-5.0,0
2025-03-22,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Prime,Financeiro,198.17,2025-04-21,2025-04-16,Pago,Conta Corrente,2025,3,March,T1,0.0,198.17,-198.17,False,True,False,-5.0,0
2025-03-22,Despesa,Operacional,Software,Licença de software,Fornecedor Prime,RH,1111.57,2025-05-21,,Em Aberto,Conta Investimento,2025,3,March,T1,0.0,1111.57,-1111.57,True,False,False,,0
2025-03-22,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Delta,Consultoria,3855.94,2025-04-06,,Em Aberto,Conta Investimento,2025,3,March,T1,3855.94,0.0,3855.94,True,False,False,,0
2025-03-23,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Comercial,6562.91,2025-04-07,,Em Aberto,Conta Digital,2025,3,March,T1,6562.91,0.0,6562.91,True,False,False,,0
2025-03-24,Despesa,Comercial,Marketing,Material institucional,Fornecedor Central,Administrativo,658.5,2025-04-23,2025-04-22,Pago,Conta Digital,2025,3,March,T1,0.0,658.5,-658.5,False,True,False,-1.0,0
2025-03-25,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Digital,RH,973.62,2025-04-14,2025-04-11,Pago,Conta Corrente,2025,3,March,T1,0.0,973.62,-973.62,False,True,False,-3.0,0
2025-03-26,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,8627.75,2025-04-10,2025-04-07,Recebido,Conta Corrente,2025,3,March,T1,8627.75,0.0,8627.75,False,True,False,-3.0,0
2025-03-27,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Comercial,432.21,2025-04-06,2025-04-04,Pago,Conta Digital,2025,3,March,T1,0.0,432.21,-432.21,False,True,False,-2.0,0
2025-03-27,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Central,RH,1104.0,2025-04-26,2025-04-21,Pago,Conta Corrente,2025,3,March,T1,0.0,1104.0,-1104.0,False,True,False,-5.0,0
2025-03-29,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Atlas,Operacional,1262.84,2025-04-28,2025-04-28,Pago,Conta Digital,2025,3,March,T1,0.0,1262.84,-1262.84,False,True,False,0.0,0
2025-03-30,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Central,Operacional,482.92,2025-04-14,2025-04-14,Pago,Conta Corrente,2025,3,March,T1,0.0,482.92,-482.92,False,True,False,0.0,0
2025-03-30,Receita,Serviços,Projetos,Projeto de análise,Cliente Beta,Projetos,5657.97,2025-04-19,,Em Aberto,Conta Investimento,2025,3,March,T1,5657.97,0.0,5657.97,True,False,False,,0
2025-03-31,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,Financeiro,1289.91,2025-04-30,2025-04-27,Pago,Conta Digital,2025,3,March,T1,0.0,1289.91,-1289.91,False,True,False,-3.0,0
2025-03-31,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,TI,1339.52,2025-04-30,2025-04-30,Pago,Conta Digital,2025,3,March,T1,0.0,1339.52,-1339.52,False,True,False,0.0,0
2025-03-31,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Consultoria,2167.67,2025-04-30,2025-04-28,Recebido,Conta Digital,2025,3,March,T1,2167.67,0.0,2167.67,False,True,False,-2.0,0
2025-04-01,Receita,Serviços,Projetos,Projeto de implantação,Cliente Gama,Consultoria,7483.09,2025-05-01,2025-04-26,Recebido,Conta Investimento,2025,4,April,T2,7483.09,0.0,7483.09,False,True,False,-5.0,0
2025-04-02,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Prime,Comercial,2865.21,2025-05-02,,Em Aberto,Conta Digital,2025,4,April,T2,0.0,2865.21,-2865.21,True,False,False,,0
2025-04-02,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,RH,360.24,2025-04-12,2025-04-10,Pago,Conta Corrente,2025,4,April,T2,0.0,360.24,-360.24,False,True,False,-2.0,0
2025-04-02,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Beta,RH,93.2,2025-04-12,,Cancelado,Conta Investimento,2025,4,April,T2,0.0,93.2,-93.2,False,False,False,,0
2025-04-03,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Atlas,RH,1030.42,2025-05-03,,Atrasado,Conta Corrente,2025,4,April,T2,0.0,1030.42,-1030.42,True,False,True,,0
2025-04-04,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Comercial,7619.89,2025-04-14,,Atrasado,Conta Investimento,2025,4,April,T2,0.0,7619.89,-7619.89,True,False,True,,0
2025-04-05,Despesa,Administrativa,Serviços Terceirizados,Serviços jurídicos,Fornecedor Beta,RH,748.85,2025-04-10,2025-04-05,Pago,Conta Investimento,2025,4,April,T2,0.0,748.85,-748.85,False,True,False,-5.0,0
2025-04-05,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Comercial,8098.39,2025-05-20,,Em Aberto,Conta Investimento,2025,4,April,T2,0.0,8098.39,-8098.39,True,False,False,,0
2025-04-05,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Beta,Consultoria,11047.53,2025-04-10,2025-04-05,Recebido,Conta Digital,2025,4,April,T2,11047.53,0.0,11047.53,False,True,False,-5.0,0
2025-04-06,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Atlas,TI,971.06,2025-05-06,2025-05-04,Pago,Conta Corrente,2025,4,April,T2,0.0,971.06,-971.06,False,True,False,-2.0,0
2025-04-06,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Central,TI,2627.11,2025-04-21,2025-04-16,Pago,Conta Digital,2025,4,April,T2,0.0,2627.11,-2627.11,False,True,False,-5.0,0
2025-04-06,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Atlas,RH,736.77,2025-05-06,,Atrasado,Conta Investimento,2025,4,April,T2,0.0,736.77,-736.77,True,False,True,,0
2025-04-06,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Gama,Projetos,8059.53,2025-04-21,,Em Aberto,Conta Corrente,2025,4,April,T2,8059.53,0.0,8059.53,True,False,False,,0
2025-04-06,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Gama,Projetos,5894.94,2025-04-21,2025-04-19,Recebido,Conta Investimento,2025,4,April,T2,5894.94,0.0,5894.94,False,True,False,-2.0,0
2025-04-07,Despesa,Comercial,Marketing,Material institucional,Fornecedor Central,Operacional,336.56,2025-04-22,2025-04-22,Pago,Conta Digital,2025,4,April,T2,0.0,336.56,-336.56,False,True,False,0.0,0
2025-04-07,Receita,Serviços,Projetos,Projeto de análise,Cliente Ômega,Comercial,6731.85,2025-04-27,,Cancelado,Conta Investimento,2025,4,April,T2,6731.85,0.0,6731.85,False,False,False,,0
2025-04-08,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,Financeiro,362.36,2025-05-08,2025-05-03,Pago,Conta Investimento,2025,4,April,T2,0.0,362.36,-362.36,False,True,False,-5.0,0
2025-04-08,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Digital,Comercial,21096.13,2025-05-08,2025-05-06,Pago,Conta Investimento,2025,4,April,T2,0.0,21096.13,-21096.13,False,True,False,-2.0,0
2025-04-08,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Consultoria,4954.25,2025-04-13,2025-04-13,Recebido,Conta Corrente,2025,4,April,T2,4954.25,0.0,4954.25,False,True,False,0.0,0
2025-04-09,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Beta,TI,2633.56,2025-04-29,2025-04-24,Pago,Conta Investimento,2025,4,April,T2,0.0,2633.56,-2633.56,False,True,False,-5.0,0
2025-04-09,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,RH,1587.06,2025-05-09,,Em Aberto,Conta Corrente,2025,4,April,T2,0.0,1587.06,-1587.06,True,False,False,,0
2025-04-09,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,Comercial,238.28,2025-05-24,2025-05-23,Pago,Conta Corrente,2025,4,April,T2,0.0,238.28,-238.28,False,True,False,-1.0,0
2025-04-09,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Prime,Comercial,616.66,2025-04-19,,Em Aberto,Conta Corrente,2025,4,April,T2,0.0,616.66,-616.66,True,False,False,,0
2025-04-09,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Beta,Operacional,3787.7,2025-04-29,2025-04-29,Pago,Conta Digital,2025,4,April,T2,0.0,3787.7,-3787.7,False,True,False,0.0,0
2025-04-09,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Beta,Operacional,10405.71,2025-04-29,2025-04-29,Pago,Conta Digital,2025,4,April,T2,0.0,10405.71,-10405.71,False,True,False,0.0,0
2025-04-09,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Beta,RH,512.07,2025-04-19,2025-04-18,Pago,Conta Digital,2025,4,April,T2,0.0,512.07,-512.07,False,True,False,-1.0,0
2025-04-09,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Digital,Comercial,1613.82,2025-04-24,,Cancelado,Conta Digital,2025,4,April,T2,0.0,1613.82,-1613.82,False,False,False,,0
2025-04-09,Receita,Serviços,Projetos,Projeto de análise,Cliente Gama,Consultoria,11345.4,2025-05-24,2025-05-23,Recebido,Conta Investimento,2025,4,April,T2,11345.4,0.0,11345.4,False,True,False,-1.0,0
2025-04-10,Despesa,Operacional,Software,Licença de software,Fornecedor Atlas,RH,2564.42,2025-04-20,2025-04-20,Pago,Conta Corrente,2025,4,April,T2,0.0,2564.42,-2564.42,False,True,False,0.0,0
2025-04-10,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Beta,TI,947.0,2025-04-25,2025-04-20,Pago,Conta Corrente,2025,4,April,T2,0.0,947.0,-947.0,False,True,False,-5.0,0
2025-04-10,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Comercial,7390.68,2025-05-10,2025-05-05,Recebido,Conta Corrente,2025,4,April,T2,7390.68,0.0,7390.68,False,True,False,-5.0,0
2025-04-10,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Beta,Projetos,11441.65,2025-04-30,,Em Aberto,Conta Investimento,2025,4,April,T2,11441.65,0.0,11441.65,True,False,False,,0
2025-04-11,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Atlas,RH,1125.59,2025-04-26,2025-04-26,Pago,Conta Digital,2025,4,April,T2,0.0,1125.59,-1125.59,False,True,False,0.0,0
2025-04-11,Despesa,Comercial,Marketing,Material institucional,Fornecedor Prime,TI,599.67,2025-05-26,2025-05-21,Pago,Conta Digital,2025,4,April,T2,0.0,599.67,-599.67,False,True,False,-5.0,0
2025-04-11,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Atlas,Operacional,1858.09,2025-04-26,,Atrasado,Conta Digital,2025,4,April,T2,0.0,1858.09,-1858.09,True,False,True,,0
2025-04-11,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Central,Financeiro,1078.12,2025-04-26,2025-04-25,Pago,Conta Corrente,2025,4,April,T2,0.0,1078.12,-1078.12,False,True,False,-1.0,0
2025-04-13,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Atlas,Financeiro,5888.05,2025-05-28,,Em Aberto,Conta Digital,2025,4,April,T2,0.0,5888.05,-5888.05,True,False,False,,0
2025-04-13,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Prime,Financeiro,556.19,2025-04-28,2025-04-25,Pago,Conta Digital,2025,4,April,T2,0.0,556.19,-556.19,False,True,False,-3.0,0
2025-04-13,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Central,RH,22535.65,2025-05-03,2025-04-30,Pago,Conta Digital,2025,4,April,T2,0.0,22535.65,-22535.65,False,True,False,-3.0,0
2025-04-13,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Prime,Comercial,834.86,2025-05-28,2025-05-28,Pago,Conta Digital,2025,4,April,T2,0.0,834.86,-834.86,False,True,False,0.0,0
2025-04-14,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Beta,Financeiro,175.21,2025-04-29,2025-04-28,Pago,Conta Investimento,2025,4,April,T2,0.0,175.21,-175.21,False,True,False,-1.0,0
2025-04-14,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Consultoria,2999.72,2025-04-29,2025-04-26,Recebido,Conta Corrente,2025,4,April,T2,2999.72,0.0,2999.72,False,True,False,-3.0,0
2025-04-15,Despesa,Operacional,Software,Licença de software,Fornecedor Beta,RH,379.5,2025-04-30,2025-04-30,Pago,Conta Corrente,2025,4,April,T2,0.0,379.5,-379.5,False,True,False,0.0,0
2025-04-15,Receita,Serviços,Projetos,Projeto de análise,Cliente Delta,Projetos,8590.01,2025-05-15,2025-05-12,Recebido,Conta Investimento,2025,4,April,T2,8590.01,0.0,8590.01,False,True,False,-3.0,0
2025-04-16,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Central,Financeiro,678.74,2025-05-01,2025-05-01,Pago,Conta Investimento,2025,4,April,T2,0.0,678.74,-678.74,False,True,False,0.0,0
2025-04-16,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Projetos,4448.73,2025-06-15,,Em Aberto,Conta Investimento,2025,4,April,T2,4448.73,0.0,4448.73,True,False,False,,0
2025-04-17,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Atlas,Administrativo,5870.75,2025-05-17,,Em Aberto,Conta Digital,2025,4,April,T2,0.0,5870.75,-5870.75,True,False,False,,0
2025-04-18,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Financeiro,1595.73,2025-05-18,2025-05-16,Pago,Conta Investimento,2025,4,April,T2,0.0,1595.73,-1595.73,False,True,False,-2.0,0
2025-04-18,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Central,Financeiro,1029.67,2025-05-08,2025-05-03,Pago,Conta Digital,2025,4,April,T2,0.0,1029.67,-1029.67,False,True,False,-5.0,0
2025-04-19,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,TI,2771.04,2025-05-19,2025-05-17,Pago,Conta Investimento,2025,4,April,T2,0.0,2771.04,-2771.04,False,True,False,-2.0,0
2025-04-22,Despesa,Administrativa,Serviços Terceirizados,Serviços jurídicos,Fornecedor Prime,Financeiro,383.91,2025-05-12,,Atrasado,Conta Investimento,2025,4,April,T2,0.0,383.91,-383.91,True,False,True,,0
2025-04-22,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Administrativo,1312.4,2025-05-07,2025-05-05,Pago,Conta Digital,2025,4,April,T2,0.0,1312.4,-1312.4,False,True,False,-2.0,0
2025-04-22,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Atlas,Operacional,1585.44,2025-05-12,,Em Aberto,Conta Corrente,2025,4,April,T2,0.0,1585.44,-1585.44,True,False,False,,0
2025-04-23,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,RH,1456.76,2025-05-08,2025-05-06,Pago,Conta Investimento,2025,4,April,T2,0.0,1456.76,-1456.76,False,True,False,-2.0,0
2025-04-23,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Financeiro,1541.26,2025-05-23,,Atrasado,Conta Digital,2025,4,April,T2,0.0,1541.26,-1541.26,True,False,True,,0
2025-04-23,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Beta,TI,519.27,2025-05-13,2025-05-11,Pago,Conta Digital,2025,4,April,T2,0.0,519.27,-519.27,False,True,False,-2.0,0
2025-04-23,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Atlas,RH,19375.8,2025-04-28,2025-04-28,Pago,Conta Corrente,2025,4,April,T2,0.0,19375.8,-19375.8,False,True,False,0.0,0
2025-04-23,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Alpha,Projetos,9099.37,2025-05-03,2025-04-30,Recebido,Conta Corrente,2025,4,April,T2,9099.37,0.0,9099.37,False,True,False,-3.0,0
2025-04-24,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Prime,TI,345.71,2025-05-14,2025-05-14,Pago,Conta Digital,2025,4,April,T2,0.0,345.71,-345.71,False,True,False,0.0,0
2025-04-24,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,Comercial,4150.67,2025-06-08,2025-06-06,Pago,Conta Investimento,2025,4,April,T2,0.0,4150.67,-4150.67,False,True,False,-2.0,0
2025-04-25,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Beta,Financeiro,431.66,2025-05-25,,Em Aberto,Conta Corrente,2025,4,April,T2,0.0,431.66,-431.66,True,False,False,,0
2025-04-26,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,Financeiro,576.88,2025-05-11,2025-05-08,Pago,Conta Investimento,2025,4,April,T2,0.0,576.88,-576.88,False,True,False,-3.0,0
2025-04-26,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,Operacional,1554.07,2025-05-16,2025-05-16,Pago,Conta Digital,2025,4,April,T2,0.0,1554.07,-1554.07,False,True,False,0.0,0
2025-04-26,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Gama,Projetos,3691.85,2025-05-16,2025-05-16,Recebido,Conta Investimento,2025,4,April,T2,3691.85,0.0,3691.85,False,True,False,0.0,0
2025-04-27,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,Administrativo,1591.1,2025-05-27,2025-05-26,Pago,Conta Investimento,2025,4,April,T2,0.0,1591.1,-1591.1,False,True,False,-1.0,0
2025-04-27,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Administrativo,805.24,2025-05-27,2025-05-24,Pago,Conta Corrente,2025,4,April,T2,0.0,805.24,-805.24,False,True,False,-3.0,0
2025-04-28,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Projetos,1956.17,2025-05-18,,Atrasado,Conta Corrente,2025,4,April,T2,1956.17,0.0,1956.17,True,False,True,,0
2025-04-28,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Delta,Projetos,13210.99,2025-06-12,2025-06-09,Recebido,Conta Corrente,2025,4,April,T2,13210.99,0.0,13210.99,False,True,False,-3.0,0
2025-04-29,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Atlas,RH,1038.93,2025-06-13,,Atrasado,Conta Investimento,2025,4,April,T2,0.0,1038.93,-1038.93,True,False,True,,0
2025-04-30,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Comercial,1335.17,2025-05-05,2025-05-04,Pago,Conta Corrente,2025,4,April,T2,0.0,1335.17,-1335.17,False,True,False,-1.0,0
2025-04-30,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Comercial,5433.57,2025-05-20,,Cancelado,Conta Corrente,2025,4,April,T2,5433.57,0.0,5433.57,False,False,False,,0
2025-05-01,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Beta,RH,1282.06,2025-05-11,,Atrasado,Conta Digital,2025,5,May,T2,0.0,1282.06,-1282.06,True,False,True,,0
2025-05-02,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Atlas,RH,451.89,2025-05-17,2025-05-17,Pago,Conta Digital,2025,5,May,T2,0.0,451.89,-451.89,False,True,False,0.0,0
2025-05-02,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Central,RH,1744.99,2025-06-01,,Cancelado,Conta Investimento,2025,5,May,T2,0.0,1744.99,-1744.99,False,False,False,,0
2025-05-02,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,Operacional,992.21,2025-06-16,2025-06-14,Pago,Conta Digital,2025,5,May,T2,0.0,992.21,-992.21,False,True,False,-2.0,0
2025-05-02,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Central,TI,925.27,2025-06-01,2025-05-29,Pago,Conta Investimento,2025,5,May,T2,0.0,925.27,-925.27,False,True,False,-3.0,0
2025-05-02,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Central,Operacional,1784.68,2025-06-16,2025-06-15,Pago,Conta Investimento,2025,5,May,T2,0.0,1784.68,-1784.68,False,True,False,-1.0,0
